codigo,descricao,uq,rg,sadc,ua,requisitos,observacao
6303.92.00,-- De fibras sintéticas……………………………….…………….......,U,55,,,,
6303.99.00,-- De outras matérias têxteis……………………………………….,U,55,,,,
63.04,"Outros artigos para guarnição de interiores, excepto os da posição 94.04.",,,,,,
,- Colchas:,,,,,,
6304.11.00,-- De malha………………………………….………….......................,U,55,,,,
6304.19.00,-- Outras………………………………...………….............................,U,55,,,,
6304.20.00,- Mosquiteiros para camas mencionados na Nota de subposição 1 do presente Capítulo………,U,Livre,,,,
,- Outros:,,,,,,
6304.91.00,-- De malha……………………………………………........................,U,55,,,,
6304.92.00,"-- De algodão, excepto de malha………………….…………………",U,55,,,,
6304.93.00,"-- De fibras sintéticas, excepto de malha ……………………………",U,55,,,,
6304.99.00,"-- De outras matérias têxteis, excepto de malha…………………. .",U,50,,,,
63.05,"Sacos de quaisquer dimensões, para embalagem.",,,,,,
6305.10.00,- De juta ou de outras fibras têxteis liberianas da posição 53.03…...,U,Livre,,,,
6305.20.00,- De algodão…………………………………………...........................,U,50,,,,
,- De matérias têxteis sintéticas ou artificiais:,,,,,,
6305.32.00,-- Recipientes flexíveis para produtos a granel……………………..,U,20,,,,
6305.33.00,"-- Outros, obtidos a partir de lâminas ou formas semelhantes de polietileno ou de polipropileno……",U,50,,,,
6305.39.00,-- Outros…………………………………………………....................,U,50,,,,
6305.90.00,- De outras matérias têxteis……………………………………………,U,50,,,,
63.06,"Encerados e toldos; tendas (incluindo os gazebos temporários e artigos semelhantes); velas para embarcações, para pranchas à vela ou para carros à vela; artigos para acampamento.",,,,,,
,- Encerados e toldos:,,,,,,
6306.12.00,-- De fibras sintéticas……………………………………………........,U,10,,,,
6306.19.00,-- De outras matérias têxteis………………………………………….,U,10,,,,
,- Tendas (incluindo os gazebos temporários e artigos semelhantes):,,,,,,
6306.22.00,-- De fibras sintéticas……………………………………………........,U,10,,,,
6306.29.00,-- De outras matérias têxteis………………………………………….,U,10,,,,
6306.30.00,-Velas…………………………………………….................................,U,10,,,,
6306.40.00,-Colchões pneumáticos……………………………….……………....,U,10,,,,
6306.90.00,- Outros…………………………………………..................................,U,10,,,,
63.07,"Outros  artigos  confeccionados,  incluindo  os  moldes  para vestuário.",,,,,,
6307.10.00,"- Rodilhas, esfregões, panos de prato ou de cozinha, flanelas e artigos de limpeza semelhantes……………………………………….………",U,20,,,,
6307.20.00,- Cintos e coletes salva- vidas………………………..……………….,U,20,,,,
6307.90.00,- Outros…………………………………………..................................,U,20,,,,
,II.- SORTIDOS,,,,,,
6308.00.00,"Sortidos constituídos por cortes de tecido e fios, mesmo com acessórios, para confecção de tapetes, tapeçarias, toalhas de mesa ou guardanapos, bordados, ou artigos têxteis semelhantes, em embalagens para venda a retalho………………………….……….",U,50,,,,
,"III.- ARTIGOS DE MATÉRIAS TÊXTEIS E ARTIGOS DE USO SEMELHANTE, USADOS; TRAPOS",,,,,,
6309.00.00,"Artigos  de  matérias  têxteis  e  artigos  de  uso  semelhante, usados…………",U,50,,,,
63.10,"Trapos, cordéis, cordas e cabos, de matérias têxteis, em forma de desperdícios ou de artigos inutilizados.",,,,,,
6310.10.00,- Seleccionados………………………………………….....................,U,50,,,,
6310.90.00,- Outros…………………………………………..................................,U,50,,,,
64.01,"Calçado  impermeável  de  sola  exterior  e  parte  superior  de borracha ou plástico, em que a parte superior não tenha sido reunida à sola exterior por costura ou por meio de rebites, pregos, parafusos, espigões ou dispositivos semelhantes, nem formada por diferentes partes reunidas pelos mesmos processos.",,,,,,
6401.10.00,- Calçado com biqueira protectora de metal………………………...,2U,5,,,,
,- Outro calçado:,,,,,,
6401.92.00,"-- Cobrindo o tornozelo, mas não o joelho………………………….",2U,5,,,,
6401.99.00,-- Outro…………………………………………………………….....,2U,5,,,,
64.02,Outro calçado com sola exterior e parte superior de borracha ou plástico.,,,,,,
,- Calçado para desporto:,,,,,,
6402.12.00,-- Calçado para esqui e para surfe de neve…………………………...,2U,5,,,,
6402.19.00,-- Outro…………………………………………………………….....,2U,5,,,,
6402.20.00,"- Calçado com parte superior em tiras ou correias, fixados à sola por pregos, tachas, pinos e semelhantes…",2U,10,,,,
,- Outro calçado:,,,,,,
6402.91.00,-- Cobrindo o tornozelo……………………………...………………,2U,5,,,,
6402.99.00,-- Outro…………………………………………………………….....,2U,5,,,,
64.03,"Calçado com sola exterior de borracha, plástico, couro natural ou reconstituído e parte superior de couro natural.",,,,,,
,- Calçado para desporto:,,,,,,
6403.12.00,-- Calçado para esqui e para surfe de neve…….…………………….,2U,5,,,,
6403.19.00,-- Outro…………………………………………………………….....,2U,5,,,,
6403.20.00,- Calçado  com  sola  exterior  de  couro  natural  e parte superior constituída por tiras de couro natural passando pelo peito do pé e envolvendo o dedo grande………………………………,2U,5,,,,
6403.40.00,"- Outro calçado, com biqueira protectora de metal………………….",2U,5,,,,
,"- Outro calçado, com sola exterior de couro natural:",,,,,,
6403.51.00,-- Cobrindo o tornozelo………………………………….…………..,2U,5,,,,
6403.59.00,-- Outro…………………………………………………..…………...,2U,5,,,,
,- Outro calçado:,,,,,,
6403.91.00,-- Cobrindo o tornozelo……………….…………………….………..,2U,5,,,,
6403.99.00,-- Outro…………………………………………………….………....,2U,5,,,,
64.04,"Calçado com sola exterior de borracha, plástico, couro natural ou reconstituído e parte superior de matérias têxteis.",,,,,,
,- Calçado com sola exterior de borracha ou de plástico:,,,,,,
6404.11.00,"-- Calçado para desporto; calçado para ténis, basquetebol, ginástica, treino e semelhantes…………",2U,5,,,,
6404.19.00,-- Outro……………………………………………………….............,2U,5,,,,
6404.20.00,- Calçado com sola exterior de couro natural ou reconstituído……,2U,5,,,,
64.05,Outro calçado.,,,,,,
6405.10.00,- Com parte superior de couro natural ou reconstituído………..…..,2U,5,,,,
6405.20.00,- Com parte superior de matérias têxteis…………………………….,2U,5,,,,
6405.90.00,- Outro……………………………………………………………..….,2U,5,,,,
64.06,"Partes de calçado (incluindo as partes superiores, mesmo fixadas a solas que não sejam as solas exteriores); palmilhas, reforços interiores e artigos semelhantes amovíveis; polainas, perneiras e
artigos semelhantes, e suas partes.",,,,,,
6406.10.00,"- Partes superiores de calçado e seus componentes, excepto contrafortes e biqueiras rígidas…………",Kg,Livre,,,,
6406.20.00,"- Solas exteriores e saltos, de borracha ou plástico………………….",Kg,Livre,,,,
6406.90.00,- Outros………………………………………………………………..,Kg,Livre,,,,
6501.00.00,"Esboços não enformados nem na copa nem na aba, discos e cilindros, mesmo cortados no sentido da altura, de feltro, para chapéus……………………………………………………………..",Kg,5,,,,
6502.00.00,"Esboços de chapéus, entrançados ou obtidos por reunião de tiras de qualquer matéria, sem copa nem aba enformadas e sem guarnições…………………………………………...………..",Kg,5,,,,
6504.00.00,"Chapéus e outros artigos de uso semelhante, entrançados ou obtidos por reunião de tiras, de qualquer matéria, mesmo guarnecidos…………………………………………….................",Kg,5,,,,
6505.00.00,"Chapéus e outros artigos de uso semelhante, de malha ou confeccionados com rendas, feltro ou outros produtos têxteis, em peça (mas não em tiras), mesmo guarnecidos; coifas e redes,  para o cabelo, de qualquer matéria, mesmo guarnecidas………………….......",Kg,Livre,,,,
65.06,"Outros chapéus e artigos de uso semelhante, mesmo guarnecidos.",,,,,,
6506.10.00,"- Capacetes e artigos de uso semelhante, de protecção",U,5,,,,
,- Outros:,,,,,,
6506.91,-- De borracha ou de plástico:,,,,,,
6506.91.10,--- Toucas descartáveis,Kg,Livre,,,,
6506.91.90,--- Outros,Kg,5,,,,
6506.99.00,-- De outras matérias,Kg,5,,,,
6507.00.00,"Carneiras, forros, capas, armações, palas e francaletes (barbicachos) para chapéus e artigos de uso semelhante………………………………………………….",Kg,5,,,,
66.01,"Guarda-chuvas, sombrinhas e guarda-sóis (incluindo as bengalas-guarda-chuvas e os guarda- sóis  de jardim e semelhantes).",,,,,,
6601.10.00,- Guarda-sóis de jardim e artigos semelhantes…………………......,U,5,,,,
,- Outros:,,,,,,
6601.91.00,-- De haste ou cabo telescópico……………………..……………..,U,5,,,,
6601.99.00,-- Outros…………………………………………………………….,U,5,,,,
6602.00.00,"Bengalas, bengalas- assentos, chicotes, pingalins e artigos semelhantes……………………",U,5,,,,
66.03,"Partes, guarnições e acessórios, para os artigos das posições 66.01 e 66.02.",,,,,,
6603.20.00,"- Armações montadas, mesmo com hastes ou cabos, para guarda-chuvas, sombrinhas ou guarda- sóis...",Kg,5,,,,
6603.90.00,- Outros……………………………………………………………...,Kg,5,,,,
6701.00.00,"Peles e outras partes de aves, com as suas penas ou penugem, penas, partes de penas, penugem e artigos destas matérias, excepto os produtos da posição 05.05, bem como os cálamos e outros canos de penas, trabalhados………………………………",Kg,2,,,,
67.02,"Flores, folhagem e frutos, artificiais, e suas partes; artigos confeccionados com flores, folhagem e frutos, artificiais.",,,,,,
6702.10.00,- De plástico…………………………………………..……………,Kg,10,,,,
6702.90.00,- De outras matérias………………………………………...………,Kg,10,,,,
6703.00,"Cabelos dispostos no mesmo sentido, adelgaçado, branqueado ou preparado de outro modo; lã, pêlos e outras matérias têxteis, preparados para fabricação de perucas ou de artigos semelhantes.",,,,,,
6703.00.10,- Cabelo humano……………………………………..…………….,Kg,10,,,,
6703.00.19,- Outros……………………………………………..……………...,Kg,10,,,,
67.04,"Perucas, barbas, sobrancelhas, pestanas, madeixas e artigos semelhantes, de cabelo, pêlos ou de matérias têxteis; outras obras de cabelo não especificadas nem compreendidas noutras posições.",,,,,,
,- De matérias têxteis sintéticas:,,,,,,
6704.11.00,-- Perucas completas……………………………...………………...,Kg,30,,,,
6704.19,-- Outros:,,,,,,
6704.19.10,"--- Madeixas, tranças, caracóis e cachos……………………….",Kg,30,,,,
6704.19.90,--- Outros…………………………………………………………….,Kg,30,,,,
6704.20,- De cabelo:,,,,,,
6704.20.10,"--Madeixas, tranças, caracóis e cachos……………………….",Kg,10,,,,
6704.20.90,-- Outros…………………………………………………………….,Kg,10,,,,
6704.90,- De outras matérias:,,,,,,
6704.90.10,"-- Madeixas, tranças, caracóis e cachos……………………….",Kg,30,,,,
6704.90.90,-- Outros…………………………………………………………….,Kg,30,,,,
6801.00.00,"Pedras para calcetar, lancis (meios-fios*) e placas (lajes) para pavimentação, de pedra natural (excepto a ardósia)……….",Kg,50,,,,
68.02,"Pedras de cantaria ou de construção (excepto de ardósia) trabalhadas e obras destas pedras, excepto as da posição 68.01; cubos, pastilhas e artigos semelhantes, para mosaicos, de pedra natural (incluindo a ardósia), mesmo com suporte; grânulos, fragmentos e pós, de pedra natural (incluindo a ardósia), corados artificialmente.",,,,,,
6802.10.00,"- Ladrilhos, cubos, pastilhas e artigos semelhantes, mesmo de forma  diferente  da  quadrada  ou  rectangular,  cuja  maior superfície possa ser inscrita num quadrado de lado inferior a 7cm; grânulos, fragmentos e pós, corados artificialmente………",Kg,30,,,,
,"- Outras pedras de cantaria ou de construção e suas obras, simplesmente talhadas ou serradas, de superfície plana ou lisa:",,,,,,
6802.21.00,"-- Mármore, travertino e alabastro……………………………..",Kg,50,,,,
6802.23.00,-- Granito………………………………………………………,Kg,50,,,,
6802.29.00,-- Outras pedras………………………………………………..,Kg,50,,,,
,- Outras:,,,,,,
6802.91.00,"-- Mármore, travertino e alabastro……………………………..",Kg,50,,,,
6802.92.00,-- Outras pedras calcárias……………………………………...,Kg,50,,,,
6802.93.00,-- Granito………………………………………………………,Kg,50,,,,
6802.99.00,-- Outras pedras………………………………………………..,Kg,50,,,,
6803.00.00,Ardósia natural trabalhada e obras de ardósia natural ou aglomerada……………,Kg,10,,,,
68.04,"Mós  e  artigos  semelhantes,  sem  armação,  para  moer, desfibrar, triturar, amolar, polir, rectificar ou cortar; pedras para amolar ou para polir, manualmente, e suas partes, de pedras  naturais,  de  abrasivos  naturais  ou  artificiais aglomerados ou de cerâmica, mesmo com partes de outras matérias.",,,,,,
6804.10.00,- Mós para moer ou desfibrar…………………………………,Kg,10,,,,
,- Outras mós e artigos semelhantes:,,,,,,
6804.21.00,"-- De diamante natural ou sintético, aglomerado……………...",Kg,10,,,,
6804.22.00,-- De outros abrasivos aglomerados ou de cerâmica…………..,Kg,10,,,,
6804.23.00,-- De pedras naturais…………………………………………..,Kg,10,,,,
6804.30.00,"- Pedras para amolar ou para polir, manualmente……………...",Kg,10,,,,
68.05,"Abrasivos naturais ou artificiais, em pó ou em grãos, aplicados sobre matérias têxteis, papel, cartão ou outras matérias, mesmo  recortados,  costurados  ou  reunidos  de outro modo.",,,,,,
6805.10.00,- Aplicados apenas sobre tecidos de matérias têxteis………….,Kg,10,,,,
6805.20.00,- Aplicados apenas sobre papel ou cartão……………………...,Kg,10,,,,
6805.30.00,- Aplicados sobre outras matérias……………………………...,Kg,10,,,,
68.06,"Lãs de escórias de altos-fornos, lãs de outras escórias, lã de rocha e lãs minerais semelhantes;  vermiculite e argilas, expandidas, espuma de escórias e produtos minerais semelhantes, expandidos; misturas e obras de matérias minerais para isolamento do calor e do som ou para absorção do som, excepto as das posições 68.11, 68.12 ou do Capítulo 69.",,,,,,
6806.10.00,"- Lãs de escórias de altos-fornos, lãs de outras escórias, lã de rocha e lãs minerais semelhantes, mesmo misturadas entre si, a granel, em folhas ou em rolos………………………………….",Kg,10,,,,
6806.20.00,"- Vermiculite  e  argilas,  expandidas,  espuma  de  escórias  e produtos minerais semelhantes, expandidos, mesmo misturados entre si……………………………………………..",Kg,10,,,,
6806.90.00,- Outros………………………………………………………...,Kg,10,,,,
68.07,"Obras de asfalto ou de produtos semelhantes (por exemplo, breu ou pez).",,,,,,
6807.10.00,- Em rolos………………………………………………………,Kg,2,,,,
6807.90.00,- Outras…………………………………………………………,Kg,2,,,,
6808.00.00,"Painéis, chapas, ladrilhos, blocos e semelhantes, de fibras vegetais,  de  palha  ou  de  aparas,  partículas,  serradura (serragem) ou outros desperdícios de madeira, aglomerados com cimento, gesso ou outros aglutinantes minerais…………",Kg,2,,,,
68.09,Obras de gesso ou de composições à base de gesso.,,,,,,
,"- Chapas,  placas,  painéis,  ladrilhos  e  semelhantes,  não ornamentados:",,,,,,
6809.11.00,-- Revestidos ou reforçados exclusivamente com papel ou cartão……………………………,Kg,10,,,,
6809.19.00,-- Outros……………………………………………………….,Kg,10,,,,
6809.90.00,- Outras obras…………………………………………………..,Kg,10,,,,
68.10,"Obras  de  cimento,  de  betão  (concreto)  ou  de  pedra artificial, mesmo armadas.",,,,,,
,"-Telhas, ladrilhos, placas (lajes), tijolos e artigos semelhantes:",,,,,,
6810.11.00,-- Blocos e tijolos para a construção…………………………..,Kg,50,,,,
6810.19.00,-- Outros……………………………………………………….,Kg,10,,,,
,- Outras obras:,,,,,,
6810.91.00,-- Elementos pré- fabricados para a construção ou engenharia civil……………………,Kg,50,,,,
6810.99.00,-- Outras………………………………………………………..,Kg,50,,,,
68.11,"Obras  de  fibrocimento,  cimento- celulose  ou  produtos semelhantes.",,,,,,
6811.40.00,- Que contenham amianto……………………………………..,Kg,50,,,,
,- Que não contenham amianto:,,,,,,
6811.81.00,-- Placas onduladas…………………………………………...,Kg,50,,,,
6811.82.00,"-- Outras  placas,  painéis,  ladrilhos,  telhas  e  artigos semelhantes…………………",Kg,50,,,,
6811.89.00,-- Outras obras…………………………………………………,Kg,50,,,,
68.12,"Amianto  trabalhado,  em  fibras;  misturas  à  base  de amianto ou à base de amianto e carbonato de magnésio; obras destas misturas ou de amianto (por exemplo, fios, tecidos, vestuário, chapéus e artigos de uso semelhante, calçado, juntas), mesmo armadas, excepto as das posições 68.11 ou 68.13.",,,,,,
6812.80.00,- De crocidolite………………………………………………..,Kg,50,,,,
,- Outros:,,,,,,
6812.91.00,"-- Vestuário, acessórios de vestuário, calçado e chapéus……...",Kg,30,,,,
6812.99.00,-- Outros……………………………………………………….,Kg,30,,,,
68.13,"Guarnições de fricção (por exemplo, placas, rolos, tiras, segmentos, discos, anéis, pastilhas), não montadas, para travões   (freios),   embraiagens   ou   qualquer   outro mecanismo  de  fricção,  à  base  de  amianto,  de  outras substâncias minerais ou de celulose, mesmo combinadas com têxteis ou outras matérias.",,,,,,
6813.20.00,- Que contenham amianto……………………………………...,Kg,10,,,,
,- Que não contenham amianto:,,,,,,
6813.81.00,-- Guarnições para travões (freios) ………..…………………..,Kg,10,,,,
6813.89.00,-- Outras………………………………………………………..,Kg,10,,,,
68.14,"Mica  trabalhada  e  obras  de  mica,  incluindo  a  mica aglomerada  ou  reconstituída,  mesmo  com  suporte  de papel, de cartão ou de outras matérias.",,,,,,
6814.10.00,"- Placas, folhas ou tiras, de mica aglomerada ou reconstituída, mesmo com suporte…………",Kg,30,,,,
6814.90.00,- Outras…………………………………………………………,Kg,30,,,,
68.15,"Obras de pedra ou de outras matérias minerais (incluindo as fibras de carbono, as obras destas matérias e as de turfa),  não  especificadas  nem  compreendidas  noutras posições.",,,,,,
,"- Fibras de carbono; obras de fibras de carbono para usos não elétricos; outras obras de grafite ou de outros carbonos, para usos não elétricos:",,,,,,
6815.11.00,-- Fibras de carbono…………………………………………..,Kg,10,,,,
6815.15.00,-- Têxteis de fibras de carbono…………….…………………..,Kg,10,,,,
6815.13.00,-- Outras obras de fibras de carbono…………………………..,Kg,10,,,,
6815.19.00,-- Outras………………………………………………………..,Kg,10,,,,
6815.20.00,- Obras de turfa………………………………………………..,Kg,10,,,,
,- Outras obras:,,,,,,
6815.91.00,"-- Que  contenham  magnesite,  magnésia  sob  a  forma  de períclase, dolomite, incluindo sob a forma de cal dolomítica, ou cromite…………...................................................................",Kg,50,,,,
6815.99.00,-- Outras………………………………………………………..,Kg,50,,,,
,"I.- PRODUTOS DE FARINHAS SILICIOSAS FÓSSEIS OU DE
TERRAS SILICIOSAS SEMELHANTES E PRODUTOS REFRACTÁRIOS",,,,,,
6901.00.00,"Tijolos, placas (lajes), ladrilhos e outras  peças cerâmicas de farinhas  siliciosas  fósseis  (por  exemplo,  kieselguhr,  tripolite, diatomite) ou de terras siliciosas semelhantes……………………",Kg,50,,,,
69.02,"Tijolos, placas (lajes), ladrilhos e peças cerâmicas semelhantes, para  construção,  refractários,  que  não  sejam  de  farinhas siliciosas fósseis nem de terras siliciosas semelhantes.",,,,,,
6902.10.00,"- Que contenham, em peso, mais de 50 % dos elementos Mg, Ca ou Cr, tomados isoladamente ou em conjunto, expressos em MgO, CaO ou Cr2O3………………………………………………………………",Kg,Livre,,,,
6902.20.00,"- Que contenham, em peso, mais de 50 % de alumina (Al2O3), de sílica (SiO2) ou de uma mistura ou combinação destes produtos……………………………………………………………….",Kg,Livre,,,,
6902.90.00,- Outros………………………………………………………..............,Kg,Livre,,,,
69.03,"Outros produtos cerâmicos refractários (por exemplo, retortas, cadinhos,  muflas,  bocais,  tampões,  suportes,  copelas,  tubos, mangas, varetas, “portas” deslizantes (slide gates) que não sejam de farinhas siliciosas fósseis nem de terras siliciosas semelhantes.",,,,,,
6903.10.00,"- Que contenham, em peso, mais de 50 % de carbono livre….………",Kg,50,,,,
6903.20.00,"- Que contenham, em peso, mais de 50 % de alumina (Al2O3) ou de uma mistura ou combinação de alumina e sílica (SiO2)……………....",Kg,50,,,,
6903.90.00,- Outros……………………………………………………...………...,Kg,50,,,,
,II.- OUTROS PRODUTOS CERÂMICOS,,,,,,
69.04,"Tijolos  para  construção,  tijoleiras,  tapa-vigas  e  produtos semelhantes, de cerâmica.",,,,,,
6904.10.00,- Tijolos para construção…………………………………..………….,U,50,,,,
6904.90.00,- Outros……………………………………………………...………...,Kg,50,,,,
69.05,"Telhas, elementos de chaminés, condutores de fumo (fumaça*), ornamentos  arquitectónicos,  de  cerâmica,  e  outros  produtos cerâmicos para construção.",,,,,,
6905.10.00,- Telhas…………………………………………..……………………,Kg,10,,,,
6905.90.00,- Outros……………………………………………..………………...,Kg,10,,,,
6906.00.00,"Tubos, calhas ou algerozes e acessórios para canalizações, de cerâmica…………",Kg,50,,,,
69.07,"Ladrilhos e placas (lajes), para pavimentação ou revestimento, de cerâmica; cubos, pastilhas e artigos semelhantes, para mosaicos, de cerâmica, mesmo com suporte; peças de acabamento, de cerâmica.",,,,,,
,"- Ladrilhos e placas (lajes), para pavimentação ou revestimento, excepto os das subposições 6907.30 e 6907.40:",,,,,,
6907.21.00,"-- Com um coeficiente de absorção de água, em peso não superior a 0,5% ..................................................",m²,50,,,,
6907.22.00,"-- Com um coeficiente de absorção de água, em peso, superior a 0,5 %, mas não superior a 10 %........",m²,50,,,,
6907.23.00,"-- Com um coeficiente de absorção de água, em peso, superior a 10 %.........................",m²,50,,,,
6907.30.00,"- Cubos, pastilhas e artigos semelhantes, para mosaicos, excepto os da subposição 6907.40…",m²,40,,,,
6907.40.00,- Peças de acabamento…………………………..……………………,m²,40,,,,
69.09,"Aparelhos e artigos para usos químicos ou para outros usos técnicos, de cerâmica; alguidares, gamelas e outros recipientes semelhantes  para  usos rurais, de cerâmica; bilhas e outras vasilhas próprias para transporte ou embalagem, de cerâmica.",,,,,,
,- Aparelhos e artigos para usos químicos ou para outros usos técnicos:,,,,,,
6909.11.00,-- De porcelana……………………………………..…………...……,Kg,10,,,,
6909.12.00,-- Artigos com dureza equivalente a 9 ou mais na escala de Mohs……………………,Kg,10,,,,
6909.19.00,-- Outros………………………………………..…………………….,Kg,10,,,,
6909.90.00,- Outros…………………………………………..………………….,Kg,10,,,,
69.10,"Pias,  lavatórios,  colunas  para  lavatórios,  banheiras,  bidés, sanitários, autoclismos (caixas de descarga*), mictórios e aparelhos fixos semelhantes para usos sanitários, de cerâmica.",,,,,,
6910.10.00,- De porcelana……………………………………………..………….,U,5,,,,
6910.90.00,- Outros……………………………………………………...………...,U,5,,,,
69.11,"Serviços de mesa, artigos de cozinha, outros artigos de uso doméstico e artigos de higiene ou de toucador, de porcelana.",,,,,,
6911.10.00,- Artigos para serviço de mesa ou de cozinha……………….……….,Kg,10,,,,
6911.90.00,- Outros………………………………………………………...……...,Kg,10,,,,
6912.00.00,"Serviços de mesa, artigos de cozinha, outros artigos de uso doméstico e artigos de higiene ou de toucador, de cerâmica, excepto de porcelana………...............................................................",Kg,10,,,,
69.13,"Estatuetas e outros objectos de ornamentação, de cerâmica.",,,,,,
6913.10.00,- De porcelana……………………………..………………………….,Kg,10,,,,
6913.90.00,- Outros……………………………………..………………………...,Kg,10,,,,
69.14,Outras obras de cerâmica.,,,,,,
6914.10.00,- De porcelana…………………………………...…………………….,Kg,10,,,,
6914.90.00,- Outras…………………………………………..……………………,Kg,10,,,,
7001.00.00,"Cacos, fragmentos e outros desperdícios e resíduos de vidro, exceto o vidro de tubos catódicos e outros vidros ativados da posição 85.49; vidro em blocos ou massas.………………………",Kg,Livre,,,,
70.02,"Vidro em esferas (excepto as microsferas da posição 70.18), barras, varetas ou tubos, não trabalhado.",,,,,,
7002.10.00,- Esferas………………………………………………………...,Kg,10,,,,
7002.20.00,- Barras ou varetas……………………………………………..,Kg,10,,,,
,- Tubos:,,,,,,
7002.31.00,-- De quartzo ou de outras sílicas fundidos……………………,Kg,10,,,,
7002.32.00,"-- De outro vidro com um coeficiente de dilatação linear não superior a 5 x 10-6 por Kelvin, entre 0 oC e 300 oC………………………………..",Kg,10,,,,
7002.39.00,-- Outros……………………………………………………….,Kg,10,,,,
70.03,"Vidro vazado ou laminado, em chapas, folhas ou perfis, mesmo com camada absorvente,  reflectora ou não, mas não trabalhado de outro modo.",,,,,,
,"- Chapas e folhas, não armadas:",,,,,,
7003.12.00,"-- Coradas na massa, opacificadas, folheadas (chapeadas), ou com
camada absorvente, reflectora ou não…………………….",m²,40,,,,
7003.19.00,-- Outras………………………………………………………..,m²,40,,,,
7003.20.00,"- Chapas e folhas, armadas……………………………………",m²,40,,,,
7003.30.00,- Perfis………………………………………………………...,m²,40,,,,
70.04,"Vidro estirado ou soprado, em folhas, mesmo com camada absorvente, reflectora ou não, mas não trabalhado de outro modo.",,,,,,
7004.20.00,"- Vidro corado na massa, opacificado, folheado(chapeado), ou com camada absorvente, reflectora ou não.",m²,40,,,,
7004.90.00,- Outro vidro…………………………………………………..,m²,40,,,,
70.05,"Vidro flotado e vidro desbastado ou polido numa ou em ambas as faces, em chapas ou em folhas, mesmo com camada absorvente, reflectora ou não, mas não trabalhado de outro modo.",,,,,,
7005.10.00,"- Vidro não armado, com camada absorvente, reflectora ou não…………………………………….…",m²,40,,,,
,- Outro vidro não armado:,,,,,,
7005.21.00,"-- Corado na massa, opacificado, folheado (chapeado) ou simplesmente desbastado……………..",m²,40,,,,
7005.29.00,-- Outro…………………………………………………………………………………….,m²,40,,,,
7005.30.00,- Vidro armado………………………………………………..,m²,40,,,,
7006.00.00,"Vidro das posições 70.03, 70.04 ou 70.05, recurvado, biselado, gravado, brocado, esmaltado ou trabalhado de outro modo, mas não emoldurado nem associado a outras matérias……",Kg,40,,,,
70.07,Vidros de segurança consistindo em vidros temperados ou formados por folhas contracoladas.,,,,,,
,- Vidros temperados:,,,,,,
7007.11.00,"-- De dimensões e formatos que permitam a sua aplicação em automóveis, veículos aéreos, barcos ou outros veículos……………………………………….",Kg,40,,,,
7007.19.00,-- Outros……………………………………………………….,m²,40,,,,
,- Vidros formados por folhas contracoladas:,,,,,,
7007.21.00,"-- De dimensões e formatos que permitam a sua aplicação em automóveis, veículos aéreos, barcos ou outros veículos……….",Kg,40,,,,
7007.29.00,-- Outros……………………………………………………….,m²,40,,,,
7008.00.00,Vidros isolantes de paredes múltiplas.,Kg,40,,,,
70.09,"Espelhos de vidro, mesmo emoldurados, incluíndo os espelhos retrovisores.",,,,,,
7009.10.00,- Espelhos retrovisores para veículos…………………………,Kg,10,,,,
,- Outros:,,,,,,
7009.91.00,-- Não emoldurados……………………………………………,Kg,40,,,,
7009.92.00,-- Emoldurados………………………………………………...,Kg,40,,,,
70.10,"Garrafões, garrafas, frascos, boiões, vasos, embalagens tubulares, ampolas e outros recipientes de vidro próprios para transporte ou embalagem; boiões de vidro para conserva; rolhas, tampas e outros dispositivos para fechar recipientes, de vidro.",,,,,,
7010.10.00,- Ampolas………………………………………………………….,Kg,Livre,,,,
7010.20.00,"- Rolhas, tampas e outros dispositivos para fechar recipientes……",Kg,20,,,,
7010.90,- Outros:,,,,,,
7010.90.10,-- Garrafas de peso superior a 145g mas inferiores a 950g…............,Kg,30,,,,
7010.90.90,-- Outros…………………………………………………………….,Kg,2,,,,
70.11,"Ampolas e invólucros, mesmo tubulares, abertos, e suas partes, de vidro, sem guarnições, para   lâmpadas e fontes de luz, eléctricas, tubos catódicos ou semelhantes .",,,,,,
7011.10.00,- Para iluminação eléctrica………………………………………...,Kg,10,,,,
7011.20.00,- Para tubos catódicos……………………………………………...,Kg,10,,,,
7011.90.00,- Outros…………………………………………………………….,Kg,10,,,,
70.13,"Objectos de vidro para serviço de mesa, cozinha, toucador, escritório, ornamentação de interiores ou usos semelhantes (excepto os das posições 70.10 ou 70.18).",,,,,,
7013.10.00,- Objectos de vitrocerâmica…………………………………...,Kg,10,,,,
,"- Copos com pé, excepto de vitrocerâmica: ",,,,,,
7013.22.00,-- De cristal de chumbo………………………………………..,Kg,10,,,,
7013.28.00,-- Outros……………………………………………………….,Kg,10,,,,
,"- Outros copos, excepto de vitrocerâmica: ",,,,,,
7013.33.00,-- De cristal de chumbo………………………………………..,Kg,10,,,,
7013.37.00,-- Outros……………………………………………………….,Kg,10,,,,
,"- Objectos para serviço de mesa (excepto copos) ou de cozinha, excepto de vitrocerâmica:",,,,,,
7013.41.00,-- De cristal de chumbo………………………………………..,Kg,10,,,,
7013.42.00,"-- De vidro com um coeficiente de dilatação linear não superior a 5x10- 6 por Kelvin, entre 0 oC e 300 oC...",Kg,10,,,,
7013.49.00,-- Outros……………………………………………………….,Kg,10,,,,
,- Outros objectos:,,,,,,
7013.91.00,-- De cristal de chumbo………………………………………..,Kg,10,,,,
